vol_requests,title,summary,category_desc,org_title,locality,recurrence_type,start_date_date,end_date_date,Latitude,Longitude,images
3,Social Networker,Conservation nonprofit seeks virtual volunteers to assist in building its social networks and online presence through web 2.0 options.,Strengthening Communities,"Going Coastal, Inc.","230 Sackett Street
  Brooklyn, NY 11231",ongoing,April 8 2011,April 7 2012,40.68393,-73.9987,452.jpg
15,Governor's Island Family Festival,"Join the Governors Island Alliance on Saturday, May 28th for our seventh annual Family Festival in Nolan Park on Governors Island. Volunteers are needed to help set up and run activities for children ranging from theater games to arts and crafts projects. Please go to Bit.ly/GIAVolunteer to sign up!",Strengthening Communities,Governors Island Alliance,"4 Irving Place
  New York, NY 10003",onetime,May 28 2011,May 28 2011,40.73416,-73.9886,453.jpg
200,General Call for Governor's Island Volunteers,"Governorâ€™s Island needs volunteers for programs for its on-Island partners,such as serving as an Island Ambassador, staffing large public events, maintaining flower beds in the Historic District, or working with children at the Island's Harbor Discovery Area. Sign up at: Bit.ly/GIAVolunteer !",Strengthening Communities,Governors Island Alliance,"4 Irving Place
  New York, NY 10003",ongoing,May 27 2011,September 25 2011,40.71326,-73.9886,454.jpg
1,Online / Social Media Marketing Intern/Volunteer,We are looking for a social-media and web-savvy intern/volunteer to help us launch and administer an online story contest to help build our brand awareness and get more potential volunteers and donors engaged with our cause.,Strengthening Communities,Greenwich Village Youth Council,"111 14th St
  New York, NY 10003",ongoing,January 12 2011,February 28 2012,40.7342,-73.9893,455.jpg
10,Become a Skilled Volunteer with Habitat-NYC,"Build with Habitat-NYC. Come Pound, Haul, Hammer or Paint at the Habitat-NYC construction site in Brooklyn.",Strengthening Communities,Habitat-NYC,"111 John St
  New York, NY 10038",ongoing,June 15 2011,July 31 2012,40.70767,-74.0058,456.jpg
2,Harm Reduction Adv,"HRC seeks enthusiastic and committed volunteers to work with us in our training, overdose, and policy programs. Volunteer duties may include:",Strengthening Communities,Harm Reduction Coalition,"22 27th Street
  New York, NY 10001",onetime,May 4 2011,May 4 2011,40.74483,-73.9896,457.jpg
5,"Office Support, Volunteer Recruitment and Personnel Opportunities","Office support - Provide office support, office management, database management, desktop publishing, word processing and any other office work Volunteer Recruitment & Personnel - Recruit, supervise and communicate with volunteers and interns in our office and all over the world",Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 14 2011,April 13 2012,40.79938,-73.9652,458.jpg
5,Computers / Technical Support Volunteer Opportunity,"Windows desktop support and system administration, networking, software updating and configuration, and office equipment troubleshooting.",Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 12 2011,April 11 2012,40.79938,-73.9652,459.jpg
5,Public Relations,"Public Relations: for our national publicity campaigns: press releases and other marketing materials and contact with major media, including newspapers, magazines, radio, television and the internet.",Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 12 2011,April 11 2012,40.79938,-73.9652,460.jpg
5,Seeking Drupal Volunteers for the End Poverty Campaign,"Drupal, PHP & other website programming and design volunteers wanted for the End Poverty Campaign",Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 14 2011,April 13 2012,40.79938,-73.9652,461.jpg
5,Photography and Art Opportunities,Our website would like to include the work of photographers and artists. A wide range of work is welcome that could enhance our site and help you gain exposure. Choose one or more of the following:,Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 14 2011,April 13 2012,40.74682,-73.9937,462.jpg
5,Youth for Change & Seniors for Change Art Programs,"Work with groups, ages 6 - 16 and seniors. Help them learn and create artworks that raise public consciousness of the environment and other important issues.",Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 14 2011,April 13 2012,40.79938,-73.9652,463.jpg
5,Carpentry and Interior Design,Design and/or craft improvements for our office space,Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 12 2011,April 11 2012,40.79938,-73.9652,464.jpg
5,Fundraising Volunteer Opportunities,"Fundraising - foundations, direct mail, personal solicitation, business, government a0nd planned giving",Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 12 2011,April 11 2012,40.79938,73.9652,465.jpg
5,"Seeking Research, Writing, and Editing Volunteers","Research, writing and editing volunteers needed",Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 12 2011,April 11 2012,40.79938,-73.9652,466.jpg
5,Accounting Volunteer Opportunity,"The accounting intern/ volunteer will be exposed to a number of topics in the accounting discipline such as basic accounting and bookkeeping, cost-benefit analysis, reporting, socially-responsible investing.",Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 12 2011,April 11 2012,40.79938,-73.9652,467.jpg
5,TECH & WEBSITE DESIGN VOLUNTEER OPPORTUNITIES,"CHOOSE FROM 1 OR BOTH: Computers/Technical support - Windows desktop support and system administration, networking, software updating and configuration, & office equipment troubleshooting Website Design & development - website editing, HTML and database programming, site management & promotion",Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 14 2011,April 13 2012,40.79938,-73.9652,468.jpg
5,Arts Volunteer Opportunity,"Arts management, creative writing and fine art.",Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 12 2011,April 11 2012,40.79938,-73.9652,469.jpg
5,Volunteer Recruitment,"Recruit, supervise, and communicate with volunteers and interns in our office and all over the world.",Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 12 2011,April 11 2012,40.79938,-73.9652,470.jpg
5,Marketing Research,Surveys and focus groups needed to evaluate and improve our organization's effectiveness.,Strengthening Communities,Hearts and Minds,"165 105th Street
  New York, NY 10025",ongoing,April 12 2011,April 11 2012,40.79938,-73.9652,471.jpg
40,"Seeds for Success: Plant for today, Growth for tomorrow","Come join Heel Your Sole to revitalize the Leake and Watts Biondi School campus! We will work together to plant flowers, veggies, and spruce up the living space that houses over 60 kids at the Residential Treatment Center year round.",Strengthening Communities,Heel Your Sole,"370 30th Street
  New York, NY 10001",onetime,July 9 2011,July 09 2011,40.75055,-73.9974,472.jpg
1,Arts Workshops Intern Needed,The HAI Arts Workshops department is looking for one intern to work 30 hours each week for the 2010-2011 academic year.,Strengthening Communities,Hospital Audiences Inc. (HAI),"1120 Avenue
  New York, NY 10036",onetime,September 08 2011,September 8 2011,40.72362,-73.9899,473.jpg
2,Communications Intern,HAI is looking for two interns to work with the Director of Communications.,Strengthening Communities,Hospital Audiences Inc. (HAI),"548 Broadway
  New York, NY 10012",ongoing,August 12 2011,August 11 2012,40.72362,-73.9983,474.jpg
25,"Housing Works, Inc. Needs Corporate Group Volunteers","Housing Works, Inc. is looking to partner with corporate volunteer groups to volunteer at our Processing and Donations Center in Long Island City Queens. We can accommodate large groups and welcome help Mondays through Saturdays.",Strengthening Communities,"Housing Works, Inc.","594 Broadway
  New York, NY 10012",ongoing,March 3 2011,March 2 2012,40.72496,-73.9972,475.jpg
1,Garden Assistant Volunteer Program,This volunteer opportunity allows you to work in a garden zone of your choice within Hudson River Park. Youâ€™ll be working with a Lead Gardener on a regular basis to help maintain a specific area.,Strengthening Communities,Hudson River Park,"40 2nd
  New York, NY 10014",ongoing,April 01 2011,November 01 2011,40.72501,-73.9902,476.jpg
15,Information Technology Support,Provide IT and network support at community based organizations in New York City who are currently partnering with iGotITtoo.,Strengthening Communities,iGotITtoo,"380385 Brooklyn
  NY 11238",ongoing,March 21 2011,March 20 2012,40.67886,-73.9638,477.jpg
20,Technology Course Facilitator,"Facilitate an IT focused course, there are opportunities for basic, intermediate and specialized IT program facilitation in addition to assistance with community engagement and outreach.",Strengthening Communities,iGotITtoo,"380385 Brooklyn
  NY 11238",ongoing,March 21 2011,March 20 2012,40.67886,-73.9638,478.jpg
10,Iridescent Science Studio Open House Volunteers,"Come out to the South Bronx to help us hold our first open house! We need volunteers to help staff the event and run educational exhibit tables. Help us express a love of learning, science, and engineering to the community in the poorest congressional district in the country.",Strengthening Communities,Iridescent,"890 Garrison Ave
  Bronx, NY 10474",onetime,April 13 2011,April 13 2011,40.81729,-73.8918,479.jpg
10,Therapeutic Recreation Aid/Activities,"Lead/facilitate board and electronic games ( cards, checkers etc, Wii...)",Strengthening Communities,Isabella Geriatric Center,"515 Audubon Avenue
  New York, NY 10040",ongoing,April 1 2011,March 31 2012,40.85478,-73.9279,480.jpg
100,Clerical / Administrative Volunteers (Updated 9/23/11),Clerical volunteers are deeply appreciated for the work they put in with JBFCS. We are located in all 5 boroughs and Westchester. Just bring a positive attitude! See full description...,Strengthening Communities,JBFCS,"135 50th Street
  New York, NY 10020",ongoing,September 23 2011,September 23 2012,40.76073,-73.9824,481.jpg
3,JASA St. Martin's Poetry Instructor,Lead a poetry class with our seniors.,Strengthening Communities,Jewish Association for Services for the Aged (JASA),"132 31st Street
  New York, NY 10001",ongoing,August 15 2011,August 14 2012,40.74849,-73.9906,482.jpg
5,JASA Van Cortlandt Day of Remembrance Volunteer,Help with MLK celebration event,Strengthening Communities,Jewish Association for Services for the Aged (JASA),"132 31st Street
  New York, NY 10001",onetime,January 27 2011,January 27 2011,40.74849,-73.9906,483.jpg
1,Painting Instructor for JASA's HES Senior Center,Help our seniors express themselves through painting!,Strengthening Communities,Jewish Association for Services for the Aged (JASA),"132 31st Street
  New York, NY 10001",ongoing,August 1 2011,July 31 2012,40.74849,-73.9906,484.jpg
5,Office Assistant,"Volunteer in one of our office to assist with duties such as Filing, Answering Phones, Word Processing, and Excel. We will try to accomindate any special interest.",Strengthening Communities,"Jewish Home Lifecare, Manhattan Division","120 106th st
  New York, NY 10025",ongoing,May 16 2011,May 15 2012,40.79948,-73.9635,485.jpg
20,Be A Learning Leader: Chaperones needed for Brooklyn Museum Visits!,"Learning Leaders, the nationâ€™s oldest and largest school volunteer and parent engagement, is currently seeking volunteers to serve as tour guides at the Brooklyn Museum with our ArtWorks program.",Strengthening Communities,Learning Leaders,"200 Eastern Parkway
  Brooklyn, NY 11238",ongoing,September 18 2011,June 30 2012,40.67184,-73.963,486.jpg
25,2011 Lexington Craft Fair,"Help support the Lexington School and Center for the Deaf in running our very first craft fair! We've advertised everywhere and are hoping for a huge turnout. Help out with set-up, selling raffles, greeting attendees, assisting vendors, and breaking-down. We'd love to have you help! ASL welcome!",Strengthening Communities,Lexington School and Center for the Deaf,"26 26 75th St Jackson Heights
  NY 11370",onetime,May 01 2011,May 01 2011,40.76176,-73.8931,487.jpg
2,Lifebeat Intern - General,"Lifebeat, a non-profit dedicated to HIV/AIDS prevention through music seeks TWO (2) dedicated interns with lots of energy to assist us this winter 2011 through summer 2011.",Strengthening Communities,Lifebeat Inc,"1515 Broadway
  New York, NY 10036",ongoing,February 14 2011,August 31 2012,40.75764,-73.9858,488.jpg
1,Volunteer Archivist Needed,"The Archivist will be responsible for organizing Lighthouse archives so it is easily accessible and develop a plan for cataloging, housing, and displaying current archival items, and handling incoming items going forward. This is a flexible with a requirement of 6-10 hours per week.",Strengthening Communities,Lighthouse International,"111E 59th Street
  New York, NY 10022",ongoing,June 14 2011,July 13 2011,40.76266,-73.9692,489.jpg
1,Marketing Intern,"Live Out Loud is looking for a marketing intern to help promote programs for LGBT (lesbian, gay, bisexual, and transgender) youth!",Strengthening Communities,Live Out Loud - Volunteers,"570 7th Avenue
  New York, NY 10018",ongoing,September 14 2011,September 13 2012,40.75512,-73.9876,490.jpg
1,Marketing Intern for Youth Programs Serving LGBT Youth,"Live Out Loud is a nonprofit organization that connects LGBT youth with positive, dynamic role models. We are seeking a marketing intern who is also able to help develop and execute marketing strategies for our programs and events.",Strengthening Communities,Live Out Loud - Volunteers,"570 7th Ave
  New York, NY 10018",ongoing,September 15 2011,June 01 2012,40.75512,-73.9876,491.jpg
100,Brush of Kindness,"We need voulnteers to help paint our afterschool program from 9am to 4pm starting April 13, 2011 to May 13, 2011. This project would be useful for someone who needs community services.",Strengthening Communities,Manhattanville Community Center,"530 133rd Street
  Manhattan, NY 10027",ongoing,April 13 2011,May 13 2011,40.81811,-73.9545,492.jpg
20,Purim Envelope Stuffing,"Help is needed to stuff, seal and stamp approximately 15,000 envelopes, in preparation for the upcoming Purim holiday.",Strengthening Communities,MASBIA,"1372 Coney Island Ave
  Brooklyn, NY 11230",ongoing,March 10 2011,March 13 2011,40.62413,-73.9651,493.jpg
5,Volunteer filmmakers to help Mayor's Office with YouCanToo! initiative,"Attention all filmmakers, producers, and editors: The Mayorâ€™s Office of Adult Education and the New York City Council need your help! We are looking for volunteers to provide technical assistance, on-set filming, and/or post-production editing for our new initiative, YouCanToo!",Strengthening Communities,Mayor's Office of Adult Education,"100 Gold Street
  New York, NY 10038",ongoing,July 07 2011,October 06 2012,40.71035,-74.004,494.jpg
15,Volunteers needed to reorganize a library for seniors!,Volunteers are needed to pitch in and help reorganize a library for low-income seniors in Brooklyn. Help freshen up the those dusty shelves and have some fun!,Strengthening Communities,Metropolitan Council on Jewish Poverty,"Neptune Avenue Brooklyn, NY 11224",onetime,June 22 2011,June 22 2011,40.57764,-73.9975,495.jpg
30,Miles For Moms Charity Run/Walk Volunteer Opportunities,"Volunteers Needed for 4-Mile Charity Run/Walk for Cancer Research in New York City's Central Park on Sunday, July 17, 2011 (7:00 a.m. to Noon)",Strengthening Communities,Miles For Moms,"102 St & East Side Drive
  NY 10128",onetime,July 17 2011,July 17 2011,40.78177,-73.9506,496.jpg
1,Outreach and Marketing Assistant,"NIP is looking for a person who would like to assist our Director of Communications and Community Outreach in informing the community of the availability of our services by communicating directly with patients and with referal sources through marketing, media and special events.",Strengthening Communities,National Institute for the Psychotherapies,"250 57th Street
  New York, NY 10107",ongoing,April 4 2011,March 23 2012,40.76639,-73.9822,497.jpg
1,Outreach and Marketing Assistant,The individual in this role will work closely with the Director of Communications and Community Outreach to bring information about NIP's psychotherapy services to the New York community.,Strengthening Communities,National Institute for the Psychotherapies,"250 57th Street
  New York, NY 10107",ongoing,January 05 2011,January 5 2012,40.76639,-73.9822,498.jpg
1,Help Desk Intern,We are in need of a Help Desk Intern to help our engineers solve the issues of our end users in a more timely fashion.,Strengthening Communities,National Multiple Sclerosis Society NYC Chapter,"733 Third Avenue
  New York, NY 10017",ongoing,January 21 2011,March 1 2011,40.75307,-73.9728,499.jpg
120,9/11 Memorial Volunteers - A Mission of Honor & Hope,The 9/11 Memorial is seeking dedicated volunteers to support the Visitor Services staff and to play a vital role in providing a meaningful experience to visitors from around the world coming to one of the worldâ€™s foremost historical sites.,Strengthening Communities,NATIONAL SEPTEMBER 11 MEMORIAL & MUSEUM,"1 Liberty St
  New York, NY 10006",ongoing,September 12 2011,September 1 2012,40.7073,-74.0076,500.jpg
1,Volunteer Program Volunteer,NYAWC is seeking a volunteer to assist our Administration department with our busy office.,Strengthening Communities,New York Asian Women's Center,"32 Broadway
  New York, NY 10004",ongoing,August 16 2011,March 6 2012,40.70605,-74.0131,501.jpg
1,Operations and Welcome Desk Volunteer,"NYAWC is seeking a volunteer to ensure our office is running at an optimal level. In order to do that, we need a volunteer to help with the following:",Strengthening Communities,New York Asian Women's Center,"32 Broadway
  New York, NY 10004",ongoing,August 16 2011,March 6 2012,40.70605,-74.0131,502.jpg
1,Development and Welcome Desk Volunteer,NYAWC is seeking a volunteer to assist our busy development department and staff our administrative officeâ€™s welcome desk.,Strengthening Communities,New York Asian Women's Center,"32 Broadway
  New York, NY 10004",ongoing,September 06 2011,March 06 2012,40.70605,-74.0131,503.jpg
8,Fundraising and Event Volunteers Needed,Do you want to make a difference against human trafficking? Do you want to see some of the ins and outs of putting together a very large fundraising event? Read on.,Strengthening Communities,New York Asian Women's Center,"32 Broadway
  New York City, NY 10004",ongoing,July 15 2011,November 26 2011,40.70605,-74.0131,504.jpg
30,"NYAWC Spring Volunteer Information Forum, come learn about volunteering with NYAWC, (Refreshments)",The NYAWC Volunteer Council proudly presents: Spring Volunteer Information Forum. - Hear first-hand from current volunteers about volunteer activities - Mingle and chat with like-minded people - Refreshments provided,Strengthening Communities,New York Asian Women's Center,"39 Bowery
  New York City, NY 10002",onetime,April 21 2011,April 21 2011,40.71574,-73.9964,505.jpg
10,August Movie Event volunteers needed in Queens,"Volunteers at this event will make popcorn, paint faces, and lead games. The movies will be shown in the Far Rockaway Beach area of Queens.",Strengthening Communities,New York City Department of Parks & Recreation,"8030 Park lane Kew Gardens
  NY 11415",ongoing,August 07 2011,August 14 2011,40.71095,-73.8351,506.jpg
22,Volunteer at Back to School Event-Queens,"Join other volunteers for a back to school event in Forest Park, Queens.",Strengthening Communities,New York City Department of Parks & Recreation,"80 30 Park Lane Kew Gardens
  NY 11415",onetime,September 06 2011,September 06 2011,40.71095,-73.8351,507.jpg
10,Volunteer at Summer Outdoor Movie Nights-Queens,"This opportunity is located in Little Bay Park, Fort Totten. The dates are August 16, 23, and 30 at 8pm. Volunteers are needed for the following special events: singers, clowns, magicians, arts & crafts.",Strengthening Communities,New York City Department of Parks & Recreation,"80 30 Park Lane Kew Gardens
  NY 11415",ongoing,August 16 2011,August 30 2011,40.71095,-73.8351,508.jpg
15,"Back to School event in Little Bay Park, Queens","Volunteers are needed for a Back to School event in Little Bay Park, Queens, in the following areas:singers, clowns, magicians, arts and crafts.",Strengthening Communities,New York City Department of Parks & Recreation,"80 30 Park Lane Kew Gardens
  NY 11415",onetime,September 10 2011,September 10 2011,40.71095,-73.8351,509.jpg
8,Volunteer at Queens Sand Castle Contest,"Join the Department of Parks and Recreation at Far Rockaway Beach on July 24th for a Sand Castle Contest. Time commitment will include morning and afternoon hours. Volunteers needed for crafts, face painting, refreshment distribution and contest judging.",Strengthening Communities,New York City Department of Parks & Recreation,"8030 Park Lane Kew Gardens
  NY 11415",onetime,July 24 2011,July 24 2011,40.71095,-73.8351,510.jpg
8,Volunteer with Storytelling in the Park-Queens,"Volunteer at Broad Channel Park in Queens. Storytelling will take place on Friday mornings in July. Volunteers will assist with crafts, games, snack distribution and face painting.",Strengthening Communities,New York City Department of Parks & Recreation,"80 30 Park Lane Kew Gardens
  NY 11415",ongoing,July 1 2011,July 29 2011,40.71095,-73.8351,511.jpg
20,"Lead crafts, games, face painting and popcorn making in Queens!","Volunteers are needed for Bayswater Park's Fall Festival on October 16, 2011. Duties include crafts, games, face painting and popcorn making. This event will be held in Far Rockaway, Queens.",Strengthening Communities,New York City Department of Parks & Recreation,"8030 Park Lane Kew Gardens
  NY 11415",onetime,October 16 2011,October 16 2011,40.71095,-73.8351,512.jpg
20,Volunteer at Haunted Lantern Tours at Fort Totten-Queens,"Volunteers are needed for a Haunted Lantern Tour in Fort Totten, Queens, in the following areas:singers, clowns, magicians, arts and crafts.",Strengthening Communities,New York City Department of Parks & Recreation,"80 30 Park Ave Kew Gardens
  NY 11415",ongoing,October 29 2011,October 30 2011,40.75399,-73.8286,513.jpg
20,Queens-Volunteer at Family Night on the Beach,"This evening event is held at the Far Rockaway Boardwalk. Volunteers are needed to supervise beach activities, paint faces and distribute refreshments.",Strengthening Communities,New York City Department of Parks & Recreation,"8030 Park Lane Kew Gardens
  NY 11415",onetime,July 22 2011,July 22 2011,40.71095,-73.8351,514.jpg
20,Volunteer at School's Out for Summer Event-Queens,"This volunteer event will be held in Bayswater Park, Queens, on June 25th. 20 volunteers are needed to assist with crafts, games, face painting and popcorn making.",Strengthening Communities,New York City Department of Parks & Recreation,"80 30 Park Lane Kew Gardens
  NY 11415",onetime,June 25 2011,June 25 2011,40.71095,-73.8351,515.jpg
34,Queens Fall Harvest Festival-volunteers Needed!`,"Volunteer at the Fall Harvest Festival in Highland Park, Queens.",Strengthening Communities,New York City Department of Parks & Recreation,"80 30 Park Lane Kew Gardens
  NY 11415",onetime,March 8 2011,March 8 2011,40.71095,-73.8351,516.jpg
100,Winter Jam 2011,"City of New York Department of Parks & Recreation Annual Winter Festival featuring Cross Country Skiing, Snowboarding, and Snowshoeing!",Strengthening Communities,New York City Department of Parks & Recreation,"830 Fifth Avenue
  New York, NY 10065",onetime,February 05 2011,February 05 2011,40.76771,-73.9705,517.jpg
20,Earth Day Volunteers needed-Queens,"Far Rockaway Beach, Queens. Volunteers needed for crafts, games and face painting. The event takes place on April 30th.",Strengthening Communities,New York City Department of Parks & Recreation,"80 30 Park Lane Kew Gardens
  NY 11415",onetime,April 30 2011,April 30 2011,40.71095,-73.8351,518.jpg
22,Volunteer at Highland Park Strawberry Festival,"Help out with arts and crafts, face painting, games and a strawberry eating contest at Highland Park, Queens.",Strengthening Communities,New York City Department of Parks & Recreation,"80 30 Park Lane Kew Gardens
  NY 11415",onetime,May 14 2011,May 14 2011,40.71095,-73.8351,519.jpg
15,NYC Hemophilia Walk 2011,A walk in Riverside Park on Sun. June 5th to raise funds for the NYCHC and the National Hemophilia Foundation. The New York City Hemophilia Walk was the first and is still the largest of the Hemophilia Walks held by NHF across the country. Together these walks represent NHFâ€™s largest events.,Strengthening Communities,New York City Hemophilia Chapter,"358 Fifth Avenue
  New York, NY 10001",onetime,June 5 2011,June 5 2011,40.74872,-73.9848,520.jpg
2,IT website Coord/manager for New York Futsal (p/t),"Scheduling, updating, organizing website for New York Futsal's camps, leagues, clinics and after school programs. Someone who is creative and likes making websites functional while looking great, while receiving the title as Website Coordinator/ Manager. Also, person can work mostly from home!",Strengthening Communities,New York Futsal,"233 77th Street
  New York, NY 10024",ongoing,April 13 2011,December 12 2012,40.78255,-73.9809,521.jpg
2,Business Plan Writer,We are currently restructuring our non-profit organization and looking for someone who has experience in writning business plans and knowledge of the non-profit sector. Having an interest in sports and development is a huge plus!,Strengthening Communities,New York Futsal,"233 77th Street
  New York, NY 10024",ongoing,April 20 2011,July 20 2012,40.78255,-73.9809,522.jpg
2,Public Benefits Outreach Opportunity,"The New York Legal Assistance (NYLAG), a non-profit law firm based in New York City, is recruiting volunteers for its Public Benefits project.",Strengthening Communities,New York Legal Assistance Group,"7 Hanover Square
  New York, NY 10004",ongoing,August 19 2011,November 1 2011,40.70447,-74.0094,523.jpg
15,Senior Counselor,"Provide daily guidance to campers, lead camp activities, assist other counselors, actively participate with campers, plan and direct a portion of daily activities, maintain attendance records and other required paper work. Assume responsibility for safety and discipline of campers.",Strengthening Communities,No Doubt Inc.,"61 43 186th Street Fresh Meadows
  NY 11365",ongoing,March 7 2011,August 31 2011,40.73987,-73.7882,524.jpg
15,Activity Assistant,Provides instruction to camp participants for indicated activity or subject. Teaches the associated knowledge and skills and assists campers in achieving activity or lesson goals.,Strengthening Communities,No Doubt Inc.,"61 43 186th Street Fresh Meadow
  NY 11365",ongoing,March 07 2011,August 31 2011,40.73987,-73.7882,525.jpg
1,IT Assistant,"NY Artists Unlimited is a 28 year old nonprofit organization that takes free professional theatre and art to under-served audiences. A multicultural company, we tour New York City and the Northeast with works that evoke dignity of the individual and sanctity of the human spirit.",Strengthening Communities,"NY Artists Unlimited, Inc.","212 14th St
  New York, NY 10011",ongoing,February 25 2011,December 17 2011,40.73893,-74.0006,526.jpg
50,Early Childhood Education Outreach Volunteer,Volunteer to help NYC's youngest learners!,Strengthening Communities,NYC Service,"253 Broadway
  New York, NY 10007",ongoing,September 16 2011,October 1 2011,40.71327,-74.0071,527.jpg
100,Poll Workers and Interperters Needed!,"he Board of Elections in the City of New York is in need of poll workers to serve at poll sites across the city. The Board is also recruiting bilingual residents fluent in Spanish, Chinese or Korean to serve as interpreters on Election Day.",Strengthening Communities,NYC Service,"five boroughs
  New York, NY 10007",ongoing,July 14 2011,September 01 2011,40.71363,-74.0091,528.jpg
50,Clothing Drive for Returning Veterans,Memorial Day Celebration Kicks-Off Clothing Drive for Veterans Seeking Employment,Strengthening Communities,NYC Service,"346 Broadway
  New York, NY 10013",ongoing,May 31 2011,June 10 2011,40.7167,-74.0042,529.jpg
20,Get the tools to volunteer for Recycling!,Recycling in the city has declined and we need YOU to help get NYC recycling again! Volunteers will work with OROE's borough-wide coordinators to teach New Yorkers to recycle more and waste less.,Strengthening Communities,Office of Recycling Outreach and Education,"51 Chambers Street
  Brooklyn, NY 10007",onetime,March 15 2011,March 15 2011,40.7138,-74.0055,530.jpg
22,GrowNYC Volunteer,"Receive, sort, and display donated Halloween costumes!",Strengthening Communities,Office of Recycling Outreach and Education,"51 Chambers Street
  New York, NY 10007",onetime,October 22 2011,October 22 2011,40.7138,-74.0055,531.jpg
20,Help inform people of recycling practices in Central Park,"Tackle cancer, global warming, and pollution all in one on Sunday, September 18 from 8 am-12 pm at the 21st annual Komen NYC Race for the Cure in Central Park at the Naumberg Bandshell on the 72nd St Transverse.",Strengthening Communities,Office of Recycling Outreach and Education,"51 Chambers Street
  New York, NY 10007",onetime,September 18 2011,September 18 2011,40.7138,-74.0055,532.jpg
40,"Our Time's 9th Annual Benefit Gala - April 11, 2011","Monday, April 11, 2011: Our Time seeks volunteers to help with preparations for and coordination of its 9th Annual Benefit Gala, which will be honoring David Seidler, writer of The King's Speech.",Strengthening Communities,Our Time,"566 LaGuardia Place
  New York, NY 10003",onetime,April 11 2011,April 11 2011,40.72941,-73.9978,533.jpg
10,Sara D Roosevelt Park Cleanup/Beautification Project,"We will be doing a renovation/beautification project on the Oval Track Area directly behind the Sara Delano Roosevelt HQ Park House. Where: 102 Hester Street, NYC, NY 10002 When: Saturday, September 10th from 11am to 1pm",Strengthening Communities,Pace University Community & Volunteer Mobilization AmeriCorps,"41 Park Row
  New York, NY 10038",onetime,September 10 2011,September 10 2011,40.71187,-74.0064,534.jpg
40,Special Events Assistant,The Police Athletic League of New York City seeks talented and creative volunteers to assist with the planning and delivery of special events hosted by PAL throughout New York City. Our events cater to youth and adults and are fun filled.,Strengthening Communities,Police Athletic League Of New York,"34 1 2 East 12th Street
  New York, NY 10003",ongoing,January 26 2011,January 10 2012,40.73443,-73.994,535.jpg
5,Arts Instructors,PAL Brownsville Beacon Center (BBC) seeks dedicated volunteer artists and educators to lead a family engagement arts-based project connecting parents and teens.,Strengthening Communities,Police Athletic League Of New York,"985 Rockaway Avenue
  Brooklyn, NY 11212",ongoing,October 1 2011,December 31 2011,40.65607,-73.9072,536.jpg
4,Data Entry Assistance,"The Police Athletic League seeks volunteers to imput survey data on Wednesday, May 18 from 10:00 am to 12:00 pm in Manhattan!",Strengthening Communities,Police Athletic League Of New York,"34 1 2 East 12th Street
  New York, NY 10003",onetime,May 18 2011,May 18 2011,40.73443,-73.994,537.jpg
10,Mariners' Response to 9-11: Exhibit Aboard the LILAC,"PortSide NewYork is sponsoring a multimedia exhibit on the Marine response to 9-11, shown aboard the LILAC at Pier 25 in Hudson River Park during Sep. and Oct. Volunteers are needed to extend the hours the exhibit is open to the public.",Strengthening Communities,PortSide NewYork,"25 New
  York, NY 10013",ongoing,September 8 2011,October 31 2011,40.72124,-74.0089,538.jpg
4,Community Leader,We are seeking a new Coalition Leader to co-lead the Coalition as we enter into the next phase of our project and continue to expand. A job description can be found below. Please contact us envisionwilliamsburg@wiggiomail.com if you're interested and meet the criteria identified below.,Strengthening Communities,Project Envision,"30 Bay street staten island
  NY 10301",ongoing,May 27 2011,September 26 2012,40.64132,-74.0759,539.jpg
8,Boys Scout Leader,Oversee our boys scout on saturdays as a troup leader,Strengthening Communities,Project Mentor Development Council Inc.,"260 MacDougal Street
  Brooklyn, NY 11233",ongoing,September 10 2011,September 10 2012,40.68038,-73.9099,540.jpg
10,Coordinator,Our Annual Back to School Kickoff,Strengthening Communities,Project Mentor Development Council Inc.,"260 MacDougal Street
  Brooklyn, NY 11233",onetime,September 10 2011,September 10 2011,40.68038,-73.9099,541.jpg
